municipality,equipment_id,equipment_name,demand,allocated,priority_score,cost
Jaipur,E146,Emergency Generator Unit,10,1,16.1,1800000
Nagpur,E146,Emergency Generator Unit,10,1,15.4,1800000
Indore,E146,Emergency Generator Unit,10,1,15.2,1800000
Coimbatore,E146,Emergency Generator Unit,10,1,15.1,1800000
Visakhapatnam,E146,Emergency Generator Unit,10,1,15.0,1800000
Thane,E146,Emergency Generator Unit,10,1,14.9,1800000
Kanpur,E146,Emergency Generator Unit,9,1,14.8,1800000
Patna,E146,Emergency Generator Unit,9,1,14.1,1800000
Ludhiana,E146,Emergency Generator Unit,9,1,13.8,1800000
Faridabad,E146,Emergency Generator Unit,9,1,13.7,1800000
Asansol,E146,Emergency Generator Unit,9,1,13.2,1800000
Howrah,E146,Emergency Generator Unit,9,1,13.1,1800000
Kochi,E146,Emergency Generator Unit,10,1,12.98,1800000
Agra,E146,Emergency Generator Unit,9,1,12.7,1800000
Nashik,E146,Emergency Generator Unit,9,1,12.7,1800000
Madurai,E146,Emergency Generator Unit,9,1,12.5,1800000
Aurangabad,E146,Emergency Generator Unit,9,1,12.3,1800000
Jabalpur,E146,Emergency Generator Unit,9,1,12.3,1800000
Amritsar,E146,Emergency Generator Unit,9,1,12.2,1800000
Bhubaneswar,E146,Emergency Generator Unit,9,1,12.1,1800000
Mysuru,E146,Emergency Generator Unit,9,1,12.1,1800000
Vijayawada,E146,Emergency Generator Unit,9,1,12.1,1800000
Varanasi,E146,Emergency Generator Unit,8,1,11.4,1800000
Srinagar,E146,Emergency Generator Unit,8,1,11.25,1800000
Ranchi,E146,Emergency Generator Unit,8,1,11.2,1800000
Raipur,E146,Emergency Generator Unit,8,1,11.15,1800000
Jodhpur,E146,Emergency Generator Unit,8,1,11.1,1800000
Gwalior,E146,Emergency Generator Unit,8,1,11.05,1800000
Guwahati,E146,Emergency Generator Unit,8,1,10.95,1800000
Hubli,E146,Emergency Generator Unit,8,1,10.95,1800000
Dehradun,E146,Emergency Generator Unit,8,1,10.85,1800000
Siliguri,E146,Emergency Generator Unit,8,1,10.7,1800000
Udaipur,E146,Emergency Generator Unit,8,1,10.6,1800000
Durgapur,E146,Emergency Generator Unit,8,1,10.58,1800000
Panaji,E146,Emergency Generator Unit,9,1,10.15,1800000
Tirupati,E146,Emergency Generator Unit,8,1,9.45,1800000
Kharagpur,E146,Emergency Generator Unit,8,1,9.3,1800000
Haldia,E146,Emergency Generator Unit,8,1,9.2,1800000
Shimla,E146,Emergency Generator Unit,7,1,8.25,1800000
Malda,E146,Emergency Generator Unit,7,1,8.25,1800000
Delhi,E147,Portable Satellite Communication Kit,0,0,24.0,0
Mumbai,E147,Portable Satellite Communication Kit,0,0,17.5,0
Bengaluru,E147,Portable Satellite Communication Kit,0,0,13.4,0
Chennai,E147,Portable Satellite Communication Kit,0,0,12.1,0
Hyderabad,E147,Portable Satellite Communication Kit,0,0,11.8,0
Ahmedabad,E147,Portable Satellite Communication Kit,0,0,10.6,0
Kolkata,E147,Portable Satellite Communication Kit,0,0,9.5,0
Surat,E147,Portable Satellite Communication Kit,0,0,7.6,0
Pune,E147,Portable Satellite Communication Kit,0,0,6.9,0
Lucknow,E147,Portable Satellite Communication Kit,0,0,6.3,0
Jaipur,E147,Portable Satellite Communication Kit,0,0,6.1,0
Kanpur,E147,Portable Satellite Communication Kit,0,0,5.8,0
Nagpur,E147,Portable Satellite Communication Kit,0,0,5.4,0
Indore,E147,Portable Satellite Communication Kit,0,0,5.2,0
Patna,E147,Portable Satellite Communication Kit,0,0,5.1,0
Coimbatore,E147,Portable Satellite Communication Kit,0,0,5.1,0
Visakhapatnam,E147,Portable Satellite Communication Kit,0,0,5.0,0
Thane,E147,Portable Satellite Communication Kit,0,0,4.9,0
Ludhiana,E147,Portable Satellite Communication Kit,0,0,4.8,0
Faridabad,E147,Portable Satellite Communication Kit,0,0,4.7,0
Asansol,E147,Portable Satellite Communication Kit,0,0,4.2,0
Howrah,E147,Portable Satellite Communication Kit,0,0,4.1,0
Nashik,E147,Portable Satellite Communication Kit,0,0,3.7,0
Agra,E147,Portable Satellite Communication Kit,0,0,3.7,0
Madurai,E147,Portable Satellite Communication Kit,0,0,3.5,0
Varanasi,E147,Portable Satellite Communication Kit,0,0,3.4,0
Jabalpur,E147,Portable Satellite Communication Kit,0,0,3.3,0
Aurangabad,E147,Portable Satellite Communication Kit,0,0,3.3,0
Srinagar,E147,Portable Satellite Communication Kit,0,0,3.25,0
Amritsar,E147,Portable Satellite Communication Kit,0,0,3.2,0
Ranchi,E147,Portable Satellite Communication Kit,0,0,3.2,0
Raipur,E147,Portable Satellite Communication Kit,0,0,3.15,0
Bhubaneswar,E147,Portable Satellite Communication Kit,0,0,3.1,0
Jodhpur,E147,Portable Satellite Communication Kit,0,0,3.1,0
Mysuru,E147,Portable Satellite Communication Kit,0,0,3.1,0
Vijayawada,E147,Portable Satellite Communication Kit,0,0,3.1,0
Gwalior,E147,Portable Satellite Communication Kit,0,0,3.05,0
Kochi,E147,Portable Satellite Communication Kit,0,0,2.98,0
Guwahati,E147,Portable Satellite Communication Kit,0,0,2.95,0
Hubli,E147,Portable Satellite Communication Kit,0,0,2.95,0
Dehradun,E147,Portable Satellite Communication Kit,0,0,2.85,0
Siliguri,E147,Portable Satellite Communication Kit,0,0,2.7,0
Udaipur,E147,Portable Satellite Communication Kit,0,0,2.6,0
Durgapur,E147,Portable Satellite Communication Kit,0,0,2.58,0
Tirupati,E147,Portable Satellite Communication Kit,0,0,1.45,0
Kharagpur,E147,Portable Satellite Communication Kit,0,0,1.3,0
Malda,E147,Portable Satellite Communication Kit,0,0,1.25,0
Shimla,E147,Portable Satellite Communication Kit,0,0,1.25,0
Haldia,E147,Portable Satellite Communication Kit,0,0,1.2,0
Panaji,E147,Portable Satellite Communication Kit,0,0,1.15,0
Delhi,E148,Emergency Medical Tent,0,0,24.0,0
Mumbai,E148,Emergency Medical Tent,0,0,17.5,0
Bengaluru,E148,Emergency Medical Tent,0,0,13.4,0
Chennai,E148,Emergency Medical Tent,0,0,12.1,0
Hyderabad,E148,Emergency Medical Tent,0,0,11.8,0
Ahmedabad,E148,Emergency Medical Tent,0,0,10.6,0
Kolkata,E148,Emergency Medical Tent,0,0,9.5,0
Surat,E148,Emergency Medical Tent,0,0,7.6,0
Pune,E148,Emergency Medical Tent,0,0,6.9,0
Lucknow,E148,Emergency Medical Tent,0,0,6.3,0
Jaipur,E148,Emergency Medical Tent,0,0,6.1,0
Kanpur,E148,Emergency Medical Tent,0,0,5.8,0
Nagpur,E148,Emergency Medical Tent,0,0,5.4,0
Indore,E148,Emergency Medical Tent,0,0,5.2,0
Patna,E148,Emergency Medical Tent,0,0,5.1,0
Coimbatore,E148,Emergency Medical Tent,0,0,5.1,0
Visakhapatnam,E148,Emergency Medical Tent,0,0,5.0,0
Thane,E148,Emergency Medical Tent,0,0,4.9,0
Ludhiana,E148,Emergency Medical Tent,0,0,4.8,0
Faridabad,E148,Emergency Medical Tent,0,0,4.7,0
Asansol,E148,Emergency Medical Tent,0,0,4.2,0
Howrah,E148,Emergency Medical Tent,0,0,4.1,0
Nashik,E148,Emergency Medical Tent,0,0,3.7,0
Agra,E148,Emergency Medical Tent,0,0,3.7,0
Madurai,E148,Emergency Medical Tent,0,0,3.5,0
Varanasi,E148,Emergency Medical Tent,0,0,3.4,0
Jabalpur,E148,Emergency Medical Tent,0,0,3.3,0
Aurangabad,E148,Emergency Medical Tent,0,0,3.3,0
Srinagar,E148,Emergency Medical Tent,0,0,3.25,0
Amritsar,E148,Emergency Medical Tent,0,0,3.2,0
Ranchi,E148,Emergency Medical Tent,0,0,3.2,0
Raipur,E148,Emergency Medical Tent,0,0,3.15,0
Bhubaneswar,E148,Emergency Medical Tent,0,0,3.1,0
Jodhpur,E148,Emergency Medical Tent,0,0,3.1,0
Mysuru,E148,Emergency Medical Tent,0,0,3.1,0
Vijayawada,E148,Emergency Medical Tent,0,0,3.1,0
Gwalior,E148,Emergency Medical Tent,0,0,3.05,0
Kochi,E148,Emergency Medical Tent,0,0,2.98,0
Guwahati,E148,Emergency Medical Tent,0,0,2.95,0
Hubli,E148,Emergency Medical Tent,0,0,2.95,0
Dehradun,E148,Emergency Medical Tent,0,0,2.85,0
Siliguri,E148,Emergency Medical Tent,0,0,2.7,0
Udaipur,E148,Emergency Medical Tent,0,0,2.6,0
Durgapur,E148,Emergency Medical Tent,0,0,2.58,0
Tirupati,E148,Emergency Medical Tent,0,0,1.45,0
Kharagpur,E148,Emergency Medical Tent,0,0,1.3,0
Malda,E148,Emergency Medical Tent,0,0,1.25,0
Shimla,E148,Emergency Medical Tent,0,0,1.25,0
Haldia,E148,Emergency Medical Tent,0,0,1.2,0
Panaji,E148,Emergency Medical Tent,0,0,1.15,0
Delhi,E149,Portable Fire Suppression Unit,20,5,44.0,900000
Mumbai,E149,Portable Fire Suppression Unit,20,4,37.5,720000
Bengaluru,E149,Portable Fire Suppression Unit,20,4,33.4,720000
Chennai,E149,Portable Fire Suppression Unit,20,4,32.1,720000
Hyderabad,E149,Portable Fire Suppression Unit,20,4,31.8,720000
Ahmedabad,E149,Portable Fire Suppression Unit,19,3,29.6,540000
Kolkata,E149,Portable Fire Suppression Unit,19,3,28.5,540000
Pune,E149,Portable Fire Suppression Unit,17,3,23.9,540000
Surat,E149,Portable Fire Suppression Unit,16,3,23.6,540000
Lucknow,E149,Portable Fire Suppression Unit,15,2,21.3,360000
Jaipur,E149,Portable Fire Suppression Unit,14,2,20.1,360000
Kanpur,E149,Portable Fire Suppression Unit,14,2,19.8,360000
Indore,E149,Portable Fire Suppression Unit,14,2,19.2,360000
Coimbatore,E149,Portable Fire Suppression Unit,14,2,19.1,360000
Visakhapatnam,E149,Portable Fire Suppression Unit,14,2,19.0,360000
Thane,E149,Portable Fire Suppression Unit,14,2,18.9,360000
Nagpur,E149,Portable Fire Suppression Unit,13,2,18.4,360000
Ludhiana,E149,Portable Fire Suppression Unit,13,2,17.8,360000
Faridabad,E149,Portable Fire Suppression Unit,13,2,17.7,360000
Patna,E149,Portable Fire Suppression Unit,12,2,17.1,360000
Howrah,E149,Portable Fire Suppression Unit,12,2,16.1,360000
Kochi,E149,Portable Fire Suppression Unit,13,2,15.98,360000
Nashik,E149,Portable Fire Suppression Unit,12,2,15.7,360000
Agra,E149,Portable Fire Suppression Unit,12,2,15.7,360000
Madurai,E149,Portable Fire Suppression Unit,12,2,15.5,360000
Amritsar,E149,Portable Fire Suppression Unit,12,2,15.2,360000
Asansol,E149,Portable Fire Suppression Unit,11,2,15.2,360000
Mysuru,E149,Portable Fire Suppression Unit,12,2,15.1,360000
Varanasi,E149,Portable Fire Suppression Unit,11,2,14.4,360000
Aurangabad,E149,Portable Fire Suppression Unit,11,2,14.3,360000
Jabalpur,E149,Portable Fire Suppression Unit,11,2,14.3,360000
Ranchi,E149,Portable Fire Suppression Unit,11,2,14.2,360000
Raipur,E149,Portable Fire Suppression Unit,11,2,14.15,360000
Bhubaneswar,E149,Portable Fire Suppression Unit,11,2,14.1,360000
Jodhpur,E149,Portable Fire Suppression Unit,11,2,14.1,360000
Vijayawada,E149,Portable Fire Suppression Unit,11,2,14.1,360000
Gwalior,E149,Portable Fire Suppression Unit,11,2,14.05,360000
Dehradun,E149,Portable Fire Suppression Unit,11,2,13.85,360000
Durgapur,E149,Portable Fire Suppression Unit,11,2,13.58,360000
Srinagar,E149,Portable Fire Suppression Unit,10,1,13.25,180000
Guwahati,E149,Portable Fire Suppression Unit,10,1,12.95,180000
Hubli,E149,Portable Fire Suppression Unit,10,1,12.95,180000
Siliguri,E149,Portable Fire Suppression Unit,10,1,12.7,180000
Udaipur,E149,Portable Fire Suppression Unit,10,1,12.6,180000
Tirupati,E149,Portable Fire Suppression Unit,10,1,11.45,180000
Panaji,E149,Portable Fire Suppression Unit,10,1,11.15,180000
Kharagpur,E149,Portable Fire Suppression Unit,9,1,10.3,180000
Shimla,E149,Portable Fire Suppression Unit,9,1,10.25,180000
Haldia,E149,Portable Fire Suppression Unit,9,1,10.2,180000
Malda,E149,Portable Fire Suppression Unit,8,1,9.25,180000
Delhi,E150,Disaster Surveillance Drone,8,1,32.0,6200000
Mumbai,E150,Disaster Surveillance Drone,6,1,23.5,6200000
Bengaluru,E150,Disaster Surveillance Drone,4,1,17.4,6200000
Chennai,E150,Disaster Surveillance Drone,3,1,15.1,6200000
Hyderabad,E150,Disaster Surveillance Drone,3,1,14.8,6200000
Ahmedabad,E150,Disaster Surveillance Drone,2,1,12.6,6200000
Kolkata,E150,Disaster Surveillance Drone,2,1,11.5,6200000
Surat,E150,Disaster Surveillance Drone,2,0,9.6,0
Pune,E150,Disaster Surveillance Drone,2,0,8.9,0
Lucknow,E150,Disaster Surveillance Drone,1,0,7.3,0
Jaipur,E150,Disaster Surveillance Drone,1,0,7.1,0
Kanpur,E150,Disaster Surveillance Drone,1,0,6.8,0
Nagpur,E150,Disaster Surveillance Drone,1,0,6.4,0
Indore,E150,Disaster Surveillance Drone,1,0,6.2,0
Patna,E150,Disaster Surveillance Drone,1,0,6.1,0
Coimbatore,E150,Disaster Surveillance Drone,1,0,6.1,0
Visakhapatnam,E150,Disaster Surveillance Drone,1,0,6.0,0
Thane,E150,Disaster Surveillance Drone,1,0,5.9,0
Ludhiana,E150,Disaster Surveillance Drone,1,0,5.8,0
Faridabad,E150,Disaster Surveillance Drone,1,0,5.7,0
Asansol,E150,Disaster Surveillance Drone,1,0,5.2,0
Howrah,E150,Disaster Surveillance Drone,1,0,5.1,0
Nashik,E150,Disaster Surveillance Drone,1,0,4.7,0
Agra,E150,Disaster Surveillance Drone,1,0,4.7,0
Madurai,E150,Disaster Surveillance Drone,1,0,4.5,0
Varanasi,E150,Disaster Surveillance Drone,1,0,4.4,0
Jabalpur,E150,Disaster Surveillance Drone,1,0,4.3,0
Aurangabad,E150,Disaster Surveillance Drone,1,0,4.3,0
Srinagar,E150,Disaster Surveillance Drone,1,0,4.25,0
Amritsar,E150,Disaster Surveillance Drone,1,0,4.2,0
Ranchi,E150,Disaster Surveillance Drone,1,0,4.2,0
Raipur,E150,Disaster Surveillance Drone,1,0,4.15,0
Bhubaneswar,E150,Disaster Surveillance Drone,1,0,4.1,0
Jodhpur,E150,Disaster Surveillance Drone,1,0,4.1,0
Mysuru,E150,Disaster Surveillance Drone,1,0,4.1,0
Vijayawada,E150,Disaster Surveillance Drone,1,0,4.1,0
Gwalior,E150,Disaster Surveillance Drone,1,0,4.05,0
Kochi,E150,Disaster Surveillance Drone,1,0,3.98,0
Guwahati,E150,Disaster Surveillance Drone,1,0,3.95,0
Hubli,E150,Disaster Surveillance Drone,1,0,3.95,0
Dehradun,E150,Disaster Surveillance Drone,1,0,3.85,0
Siliguri,E150,Disaster Surveillance Drone,1,0,3.7,0
Udaipur,E150,Disaster Surveillance Drone,1,0,3.6,0
Durgapur,E150,Disaster Surveillance Drone,1,0,3.58,0
Tirupati,E150,Disaster Surveillance Drone,1,0,2.45,0
Kharagpur,E150,Disaster Surveillance Drone,1,0,2.3,0
Malda,E150,Disaster Surveillance Drone,1,0,2.25,0
Shimla,E150,Disaster Surveillance Drone,1,0,2.25,0
Haldia,E150,Disaster Surveillance Drone,1,0,2.2,0
Panaji,E150,Disaster Surveillance Drone,1,0,2.15,0
Delhi,E151,Portable Command Center Unit,8,1,32.0,15000000
Mumbai,E151,Portable Command Center Unit,9,0,26.5,0
Bengaluru,E151,Portable Command Center Unit,8,0,21.4,0
Chennai,E151,Portable Command Center Unit,8,0,20.1,0
Hyderabad,E151,Portable Command Center Unit,8,0,19.8,0
Ahmedabad,E151,Portable Command Center Unit,7,0,17.6,0
Kolkata,E151,Portable Command Center Unit,8,0,17.5,0
Surat,E151,Portable Command Center Unit,7,0,14.6,0
Pune,E151,Portable Command Center Unit,7,0,13.9,0
Lucknow,E151,Portable Command Center Unit,6,0,12.3,0
Indore,E151,Portable Command Center Unit,7,0,12.2,0
Jaipur,E151,Portable Command Center Unit,6,0,12.1,0
Coimbatore,E151,Portable Command Center Unit,7,0,12.1,0
Visakhapatnam,E151,Portable Command Center Unit,7,0,12.0,0
Thane,E151,Portable Command Center Unit,7,0,11.9,0
Kanpur,E151,Portable Command Center Unit,6,0,11.8,0
Ludhiana,E151,Portable Command Center Unit,7,0,11.8,0
Faridabad,E151,Portable Command Center Unit,7,0,11.7,0
Nagpur,E151,Portable Command Center Unit,6,0,11.4,0
Asansol,E151,Portable Command Center Unit,7,0,11.2,0
Howrah,E151,Portable Command Center Unit,7,0,11.1,0
Patna,E151,Portable Command Center Unit,5,0,10.1,0
Kochi,E151,Portable Command Center Unit,7,0,9.98,0
Agra,E151,Portable Command Center Unit,6,0,9.7,0
Nashik,E151,Portable Command Center Unit,6,0,9.7,0
Madurai,E151,Portable Command Center Unit,6,0,9.5,0
Aurangabad,E151,Portable Command Center Unit,6,0,9.3,0
Jabalpur,E151,Portable Command Center Unit,6,0,9.3,0
Amritsar,E151,Portable Command Center Unit,6,0,9.2,0
Raipur,E151,Portable Command Center Unit,6,0,9.15,0
Mysuru,E151,Portable Command Center Unit,6,0,9.1,0
Vijayawada,E151,Portable Command Center Unit,6,0,9.1,0
Bhubaneswar,E151,Portable Command Center Unit,6,0,9.1,0
Gwalior,E151,Portable Command Center Unit,6,0,9.05,0
Guwahati,E151,Portable Command Center Unit,6,0,8.95,0
Siliguri,E151,Portable Command Center Unit,6,0,8.7,0
Udaipur,E151,Portable Command Center Unit,6,0,8.6,0
Durgapur,E151,Portable Command Center Unit,6,0,8.58,0
Varanasi,E151,Portable Command Center Unit,5,0,8.4,0
Srinagar,E151,Portable Command Center Unit,5,0,8.25,0
Ranchi,E151,Portable Command Center Unit,5,0,8.2,0
Jodhpur,E151,Portable Command Center Unit,5,0,8.1,0
Hubli,E151,Portable Command Center Unit,5,0,7.95,0
Dehradun,E151,Portable Command Center Unit,5,0,7.85,0
Haldia,E151,Portable Command Center Unit,6,0,7.2,0
Panaji,E151,Portable Command Center Unit,6,0,7.15,0
Tirupati,E151,Portable Command Center Unit,5,0,6.45,0
Kharagpur,E151,Portable Command Center Unit,5,0,6.3,0
Shimla,E151,Portable Command Center Unit,5,0,6.25,0
Malda,E151,Portable Command Center Unit,5,0,6.25,0
Delhi,E152,Portable GIS Mapping Workstation,20,1,44.0,7000000
Mumbai,E152,Portable GIS Mapping Workstation,20,1,37.5,7000000
Bengaluru,E152,Portable GIS Mapping Workstation,20,1,33.4,7000000
Chennai,E152,Portable GIS Mapping Workstation,18,1,30.1,7000000
Hyderabad,E152,Portable GIS Mapping Workstation,17,1,28.8,7000000
Ahmedabad,E152,Portable GIS Mapping Workstation,16,1,26.6,7000000
Kolkata,E152,Portable GIS Mapping Workstation,16,1,25.5,7000000
Surat,E152,Portable GIS Mapping Workstation,13,0,20.6,0
Pune,E152,Portable GIS Mapping Workstation,13,0,19.9,0
Lucknow,E152,Portable GIS Mapping Workstation,11,0,17.3,0
Jaipur,E152,Portable GIS Mapping Workstation,11,0,17.1,0
Coimbatore,E152,Portable GIS Mapping Workstation,11,0,16.1,0
Visakhapatnam,E152,Portable GIS Mapping Workstation,11,0,16.0,0
Thane,E152,Portable GIS Mapping Workstation,11,0,15.9,0
Kanpur,E152,Portable GIS Mapping Workstation,10,0,15.8,0
Nagpur,E152,Portable GIS Mapping Workstation,10,0,15.4,0
Indore,E152,Portable GIS Mapping Workstation,10,0,15.2,0
Ludhiana,E152,Portable GIS Mapping Workstation,10,0,14.8,0
Faridabad,E152,Portable GIS Mapping Workstation,10,0,14.7,0
Patna,E152,Portable GIS Mapping Workstation,8,0,13.1,0
Howrah,E152,Portable GIS Mapping Workstation,9,0,13.1,0
Kochi,E152,Portable GIS Mapping Workstation,10,0,12.98,0
Nashik,E152,Portable GIS Mapping Workstation,9,0,12.7,0
Madurai,E152,Portable GIS Mapping Workstation,9,0,12.5,0
Asansol,E152,Portable GIS Mapping Workstation,8,0,12.2,0
Agra,E152,Portable GIS Mapping Workstation,8,0,11.7,0
Varanasi,E152,Portable GIS Mapping Workstation,8,0,11.4,0
Aurangabad,E152,Portable GIS Mapping Workstation,8,0,11.3,0
Jabalpur,E152,Portable GIS Mapping Workstation,8,0,11.3,0
Amritsar,E152,Portable GIS Mapping Workstation,8,0,11.2,0
Raipur,E152,Portable GIS Mapping Workstation,8,0,11.15,0
Vijayawada,E152,Portable GIS Mapping Workstation,8,0,11.1,0
Bhubaneswar,E152,Portable GIS Mapping Workstation,8,0,11.1,0
Mysuru,E152,Portable GIS Mapping Workstation,8,0,11.1,0
Durgapur,E152,Portable GIS Mapping Workstation,8,0,10.58,0
Srinagar,E152,Portable GIS Mapping Workstation,7,0,10.25,0
Ranchi,E152,Portable GIS Mapping Workstation,7,0,10.2,0
Jodhpur,E152,Portable GIS Mapping Workstation,7,0,10.1,0
Gwalior,E152,Portable GIS Mapping Workstation,7,0,10.05,0
Guwahati,E152,Portable GIS Mapping Workstation,7,0,9.95,0
Hubli,E152,Portable GIS Mapping Workstation,7,0,9.95,0
Dehradun,E152,Portable GIS Mapping Workstation,7,0,9.85,0
Siliguri,E152,Portable GIS Mapping Workstation,7,0,9.7,0
Udaipur,E152,Portable GIS Mapping Workstation,7,0,9.6,0
Panaji,E152,Portable GIS Mapping Workstation,7,0,8.15,0
Tirupati,E152,Portable GIS Mapping Workstation,6,0,7.45,0
Kharagpur,E152,Portable GIS Mapping Workstation,6,0,7.3,0
Haldia,E152,Portable GIS Mapping Workstation,6,0,7.2,0
Shimla,E152,Portable GIS Mapping Workstation,5,0,6.25,0
Malda,E152,Portable GIS Mapping Workstation,5,0,6.25,0
Delhi,E153,Portable Life Support Kit,10,10,34.0,750000
Mumbai,E153,Portable Life Support Kit,6,6,23.5,450000
Bengaluru,E153,Portable Life Support Kit,4,4,17.4,300000
Chennai,E153,Portable Life Support Kit,4,4,16.1,300000
Hyderabad,E153,Portable Life Support Kit,3,3,14.8,225000
Ahmedabad,E153,Portable Life Support Kit,3,3,13.6,225000
Kolkata,E153,Portable Life Support Kit,2,2,11.5,150000
Surat,E153,Portable Life Support Kit,2,2,9.6,150000
Pune,E153,Portable Life Support Kit,2,2,8.9,150000
Lucknow,E153,Portable Life Support Kit,2,2,8.3,150000
Jaipur,E153,Portable Life Support Kit,2,2,8.1,150000
Kanpur,E153,Portable Life Support Kit,1,1,6.8,75000
Nagpur,E153,Portable Life Support Kit,1,1,6.4,75000
Indore,E153,Portable Life Support Kit,1,1,6.2,75000
Patna,E153,Portable Life Support Kit,1,1,6.1,75000
Coimbatore,E153,Portable Life Support Kit,1,1,6.1,75000
Visakhapatnam,E153,Portable Life Support Kit,1,1,6.0,75000
Thane,E153,Portable Life Support Kit,1,1,5.9,75000
Ludhiana,E153,Portable Life Support Kit,1,1,5.8,75000
Faridabad,E153,Portable Life Support Kit,1,1,5.7,75000
Asansol,E153,Portable Life Support Kit,1,1,5.2,75000
Howrah,E153,Portable Life Support Kit,1,1,5.1,75000
Nashik,E153,Portable Life Support Kit,1,1,4.7,75000
Agra,E153,Portable Life Support Kit,1,1,4.7,75000
Madurai,E153,Portable Life Support Kit,1,1,4.5,75000
Varanasi,E153,Portable Life Support Kit,1,1,4.4,75000
Jabalpur,E153,Portable Life Support Kit,1,1,4.3,75000
Aurangabad,E153,Portable Life Support Kit,1,1,4.3,75000
Srinagar,E153,Portable Life Support Kit,1,1,4.25,75000
Amritsar,E153,Portable Life Support Kit,1,1,4.2,75000
Ranchi,E153,Portable Life Support Kit,1,1,4.2,75000
Raipur,E153,Portable Life Support Kit,1,1,4.15,75000
Bhubaneswar,E153,Portable Life Support Kit,1,1,4.1,75000
Jodhpur,E153,Portable Life Support Kit,1,1,4.1,75000
Mysuru,E153,Portable Life Support Kit,1,1,4.1,75000
Vijayawada,E153,Portable Life Support Kit,1,1,4.1,75000
Gwalior,E153,Portable Life Support Kit,1,1,4.05,75000
Kochi,E153,Portable Life Support Kit,1,1,3.98,75000
Guwahati,E153,Portable Life Support Kit,1,1,3.95,75000
Hubli,E153,Portable Life Support Kit,1,1,3.95,75000
Dehradun,E153,Portable Life Support Kit,1,1,3.85,75000
Siliguri,E153,Portable Life Support Kit,1,1,3.7,75000
Udaipur,E153,Portable Life Support Kit,1,1,3.6,75000
Durgapur,E153,Portable Life Support Kit,1,1,3.58,75000
Tirupati,E153,Portable Life Support Kit,1,1,2.45,75000
Kharagpur,E153,Portable Life Support Kit,1,1,2.3,75000
Malda,E153,Portable Life Support Kit,1,1,2.25,75000
Shimla,E153,Portable Life Support Kit,1,1,2.25,75000
Haldia,E153,Portable Life Support Kit,1,1,2.2,75000
Panaji,E153,Portable Life Support Kit,1,1,2.15,75000
Delhi,E154,Disaster Recovery Crane,20,1,44.0,18000000
Mumbai,E154,Disaster Recovery Crane,18,1,35.5,18000000
Bengaluru,E154,Disaster Recovery Crane,18,1,31.4,18000000
Chennai,E154,Disaster Recovery Crane,16,0,28.1,0
Hyderabad,E154,Disaster Recovery Crane,15,0,26.8,0
Ahmedabad,E154,Disaster Recovery Crane,14,0,24.6,0
Kolkata,E154,Disaster Recovery Crane,15,0,24.5,0
Surat,E154,Disaster Recovery Crane,12,0,19.6,0
Pune,E154,Disaster Recovery Crane,12,0,18.9,0
Lucknow,E154,Disaster Recovery Crane,10,0,16.3,0
Coimbatore,E154,Disaster Recovery Crane,11,0,16.1,0
Jaipur,E154,Disaster Recovery Crane,10,0,16.1,0
Visakhapatnam,E154,Disaster Recovery Crane,11,0,16.0,0
Thane,E154,Disaster Recovery Crane,11,0,15.9,0
Kanpur,E154,Disaster Recovery Crane,10,0,15.8,0
Nagpur,E154,Disaster Recovery Crane,10,0,15.4,0
Indore,E154,Disaster Recovery Crane,10,0,15.2,0
Ludhiana,E154,Disaster Recovery Crane,10,0,14.8,0
Faridabad,E154,Disaster Recovery Crane,10,0,14.7,0
Asansol,E154,Disaster Recovery Crane,9,0,13.2,0
Howrah,E154,Disaster Recovery Crane,9,0,13.1,0
Patna,E154,Disaster Recovery Crane,8,0,13.1,0
Kochi,E154,Disaster Recovery Crane,10,0,12.98,0
Nashik,E154,Disaster Recovery Crane,9,0,12.7,0
Madurai,E154,Disaster Recovery Crane,9,0,12.5,0
Amritsar,E154,Disaster Recovery Crane,9,0,12.2,0
Vijayawada,E154,Disaster Recovery Crane,9,0,12.1,0
Mysuru,E154,Disaster Recovery Crane,9,0,12.1,0
Agra,E154,Disaster Recovery Crane,8,0,11.7,0
Varanasi,E154,Disaster Recovery Crane,8,0,11.4,0
Aurangabad,E154,Disaster Recovery Crane,8,0,11.3,0
Jabalpur,E154,Disaster Recovery Crane,8,0,11.3,0
Ranchi,E154,Disaster Recovery Crane,8,0,11.2,0
Raipur,E154,Disaster Recovery Crane,8,0,11.15,0
Bhubaneswar,E154,Disaster Recovery Crane,8,0,11.1,0
Gwalior,E154,Disaster Recovery Crane,8,0,11.05,0
Guwahati,E154,Disaster Recovery Crane,8,0,10.95,0
Durgapur,E154,Disaster Recovery Crane,8,0,10.58,0
Srinagar,E154,Disaster Recovery Crane,7,0,10.25,0
Jodhpur,E154,Disaster Recovery Crane,7,0,10.1,0
Hubli,E154,Disaster Recovery Crane,7,0,9.95,0
Dehradun,E154,Disaster Recovery Crane,7,0,9.85,0
Siliguri,E154,Disaster Recovery Crane,7,0,9.7,0
Udaipur,E154,Disaster Recovery Crane,7,0,9.6,0
Panaji,E154,Disaster Recovery Crane,8,0,9.15,0
Tirupati,E154,Disaster Recovery Crane,7,0,8.45,0
Haldia,E154,Disaster Recovery Crane,7,0,8.2,0
Kharagpur,E154,Disaster Recovery Crane,6,0,7.3,0
Shimla,E154,Disaster Recovery Crane,6,0,7.25,0
