municipality,equipment_id,equipment_name,predicted_demand
Siliguri,E074,Water Purification Mobile Unit,9
Siliguri,E075,Portable Pipeline Flusher,8
Siliguri,E076,Hydraulic Pipe Cutter,7
Siliguri,E077,Portable Water Pump Unit,8
Siliguri,E078,Emergency Water Supply Vehicle,9
Siliguri,E079,Smart Water Monitoring Sensor,8
Siliguri,E080,Water Pipeline Maintenance Kit,7
Siliguri,E081,Hydraulic Excavator,1
Siliguri,E082,Mini Excavator,1
Siliguri,E083,Backhoe Loader,9
Siliguri,E084,Wheel Loader,1
Siliguri,E085,Track Mounted Excavator,8
Siliguri,E086,Road Roller,1
Siliguri,E087,Vibratory Road Roller,1
Siliguri,E088,Asphalt Paver Machine,1
Siliguri,E089,Concrete Mixer Machine,1
Siliguri,E090,Concrete Vibrator,1
Siliguri,E091,Asphalt Cutter,1
Siliguri,E092,Road Marking Machine,1
Siliguri,E093,Concrete Cutting Machine,1
Siliguri,E094,Crack Sealing Machine,1
Siliguri,E095,Tipper Truck,8
Siliguri,E096,Dump Truck,8
Siliguri,E097,Tyre Mounted Mobile Crane,1
Siliguri,E098,Portable Concrete Pump,1
Siliguri,E099,Hydraulic Breaker,7
Siliguri,E100,Road Surface Milling Machine,1
Siliguri,E101,Portable Generator for Road Work,1
Siliguri,E102,Traffic Cone Deployment Unit,1
Siliguri,E103,Road Repair Patch Machine,1
Siliguri,E104,Curb Stone Laying Machine,1
Siliguri,E105,Pavement Compactor,1
Siliguri,E106,Diesel Generator Set,9
Siliguri,E107,Portable Generator,8
Siliguri,E108,Street Light Maintenance Lift,1
Siliguri,E109,Transformer Maintenance Vehicle,9
Siliguri,E110,Electric Cable Locator,1
Siliguri,E111,Underground Fault Detector,1
Siliguri,E112,Portable Tower Light,0
Siliguri,E113,Smart Street Light Controller,1
Siliguri,E114,Electrical Maintenance Van,8
Siliguri,E115,Portable Solar Lighting Unit,0
Siliguri,E116,Mobile Repair Van,9
Siliguri,E117,Voltage Monitoring Device,7
Siliguri,E118,Underground Cable Repair Kit,1
Siliguri,E119,Portable Battery Backup Unit,7
Siliguri,E120,Smart Utility Monitoring Console,20
Siliguri,E121,Portable Toilet Unit,8
Siliguri,E122,Mobile Toilet Van,8
Siliguri,E123,Public Toilet Cleaning Machine,13
Siliguri,E124,High Pressure Washer,15
Siliguri,E125,Disinfection Sprayer Unit,8
Siliguri,E126,Fogging Machine,6
Siliguri,E127,Portable Cleaning Cart,7
Siliguri,E128,Manual Cleaning Trolley,7
Siliguri,E129,Portable Hand Wash Station,7
Siliguri,E130,Sanitary Waste Disposal Unit,1
Siliguri,E131,Portable Urinal Unit,7
Siliguri,E132,Public Washroom Maintenance Vehicle,13
Siliguri,E133,Drain Disinfection Unit,6
Siliguri,E134,Portable Steam Cleaning Machine,7
Siliguri,E135,Street Disinfection Vehicle,1
Siliguri,E136,Biohazard Disposal Container,1
Siliguri,E137,Portable Sanitation Kiosk,7
Siliguri,E138,Municipal Cleaning Utility Vehicle,15
Siliguri,E139,Fire Tender Vehicle,11
Siliguri,E140,Portable Rescue Boat,0
Siliguri,E141,Emergency Communication Van,8
Siliguri,E142,Portable Medical Response Unit,9
Siliguri,E143,Emergency Water Pump,7
Siliguri,E144,Debris Removal Loader,7
Siliguri,E145,Portable Lighting Tower,0
Siliguri,E146,Emergency Generator Unit,8
Siliguri,E147,Portable Emergency Shelter Unit,0
Siliguri,E148,Hydraulic Rescue Cutter,0
Siliguri,E149,Emergency Evacuation Vehicle,10
Siliguri,E150,Portable Public Warning System,1
Siliguri,E151,Flood Monitoring Sensor,6
Siliguri,E152,Emergency Drone Surveillance Unit,7
Siliguri,E153,Portable Life Support Kit,1
Siliguri,E154,Disaster Recovery Crane,7
Siliguri,E155,Emergency Ambulance Van,10
Siliguri,E156,Portable Command Center Unit,8
Siliguri,E157,Rapid Response Vehicle,9
Siliguri,E158,Emergency Traffic Diversion Unit,1
Siliguri,E159,Portable Search Light Unit,0
Siliguri,E160,Disaster Supply Transport Vehicle,9
Siliguri,E161,Sewage Treatment Plant Pump,7
Siliguri,E162,Portable Laboratory Testing Unit,19
Siliguri,E163,Air Quality Monitoring Station,1
Siliguri,E164,Noise Pollution Monitoring Unit,1
Siliguri,E165,Construction Debris Crusher,1
Siliguri,E166,Smart Parking Monitoring Unit,1
Siliguri,E167,Municipal Survey Drone,20
Siliguri,E168,GIS Mapping Workstation,20
Siliguri,E169,Portable Air Compressor,1
Siliguri,E170,Industrial Pollution Response Unit,0
Siliguri,E171,Smart Civic Monitoring Console,20
Siliguri,E172,Portable Municipal Command Vehicle,20
Siliguri,E173,Integrated Utility Maintenance Vehicle,20
Durgapur,E001,Garbage Compactor Truck,1
Durgapur,E002,Mini Garbage Tipper,1
Durgapur,E003,Refuse Collector Vehicle,1
Durgapur,E004,Portable Waste Compactor,1
Durgapur,E005,Mechanical Road Sweeper,1
Durgapur,E006,Vacuum Road Sweeper,2
Durgapur,E007,Dumper Placer Vehicle,1
Durgapur,E008,Waste Collection Container,1
Durgapur,E009,Hydraulic Waste Loader,1
Durgapur,E010,Transfer Station Container,1
Durgapur,E011,Plastic Baler Machine,1
Durgapur,E012,Organic Waste Shredder,1
Durgapur,E013,Bio Waste Composting Machine,1
Durgapur,E014,Portable Garbage Bin Set,1
Durgapur,E015,Skid Steer Loader,1
Durgapur,E016,Waste Conveyor Belt Unit,1
Durgapur,E017,Industrial Waste Crusher,1
Durgapur,E018,Dumpster Container,1
Durgapur,E019,Front Loader Waste Vehicle,1
Durgapur,E020,Waste Segregation Conveyor,1
Durgapur,E021,Leaf Collection Vacuum Unit,1
Durgapur,E022,Portable Bin Lifter,1
Durgapur,E023,Waste Hopper Unit,1
Durgapur,E024,Biomedical Waste Carrier,1
Durgapur,E025,Municipal Waste Crane,1
Durgapur,E026,Street Cleaning Cart,1
Durgapur,E027,Waste Transfer Trailer,1
Durgapur,E028,Mobile Waste Collection Unit,1
Durgapur,E029,Truck Mounted Suction Cum Jetting Machine,15
Durgapur,E030,Sewer Jetting Machine,14
Durgapur,E031,High Pressure Sewer Cleaner,14
Durgapur,E032,Root Cutting System for Sewer Line,6
Durgapur,E033,Sewer Inspection Camera,6
Durgapur,E034,Portable Pipeline CCTV Unit,6
Durgapur,E035,Vacuum Sludge Tanker,14
Durgapur,E036,Manhole Desilting Machine,12
Durgapur,E037,Sewer Cleaning Robot,7
Durgapur,E038,Portable Sludge Pump,11
Durgapur,E039,Drain Rodding Machine,11
Durgapur,E040,Underground Pipe Locator,5
Durgapur,E041,Drain Cleaning Machine,8
Durgapur,E042,Portable Dewatering Pump,8
Durgapur,E043,High Capacity Pump Set,8
Durgapur,E044,Storm Water Pump,8
Durgapur,E045,Submersible Pump Unit,7
Durgapur,E046,Canal Desilting Machine,8
Durgapur,E047,Portable Flood Barrier Unit,6
Durgapur,E048,Emergency Drainage Vehicle,8
Durgapur,E049,Drain Excavation Unit,6
Durgapur,E050,Portable Sandbag Filling Machine,6
Durgapur,E051,Drain Jetting Machine,8
Durgapur,E052,Drain Inspection Camera,7
Durgapur,E053,Portable Mud Suction Unit,7
Durgapur,E054,Drain Clearing Robot,8
Durgapur,E055,Portable Emergency Pump,6
Durgapur,E056,Flood Recovery Vehicle,7
Durgapur,E057,Storm Drain Vacuum Cleaner,8
Durgapur,E058,Portable Water Diversion Unit,6
Durgapur,E059,Chassis Mounted Water Tanker,9
Durgapur,E060,Water Tanker,9
Durgapur,E061,Pipeline Leakage Detector,8
Durgapur,E062,Portable Chlorination Unit,9
Durgapur,E063,Water Pumping Station Motor,9
Durgapur,E064,Valve Testing Machine,8
Durgapur,E065,Pipe Pressure Monitoring Unit,8
Durgapur,E066,Water Quality Testing Kit,9
Durgapur,E067,Borewell Cleaning Machine,8
Durgapur,E068,Portable Water Storage Tank,7
Durgapur,E069,Pipeline Repair Vehicle,9
Durgapur,E070,Portable Pump Controller,7
Durgapur,E071,Water Meter Calibration Unit,7
Durgapur,E072,Pipeline Inspection Camera,8
Durgapur,E073,Reservoir Cleaning Machine,8
Durgapur,E074,Water Purification Mobile Unit,9
Durgapur,E075,Portable Pipeline Flusher,8
Durgapur,E076,Hydraulic Pipe Cutter,7
Durgapur,E077,Portable Water Pump Unit,8
Durgapur,E078,Emergency Water Supply Vehicle,9
Durgapur,E079,Smart Water Monitoring Sensor,8
Durgapur,E080,Water Pipeline Maintenance Kit,7
Durgapur,E081,Hydraulic Excavator,2
Durgapur,E082,Mini Excavator,1
Durgapur,E083,Backhoe Loader,10
Durgapur,E084,Wheel Loader,1
Durgapur,E085,Track Mounted Excavator,9
Durgapur,E086,Road Roller,1
Durgapur,E087,Vibratory Road Roller,1
Durgapur,E088,Asphalt Paver Machine,2
Durgapur,E089,Concrete Mixer Machine,1
Durgapur,E090,Concrete Vibrator,1
Durgapur,E091,Asphalt Cutter,1
Durgapur,E092,Road Marking Machine,1
Durgapur,E093,Concrete Cutting Machine,1
Durgapur,E094,Crack Sealing Machine,1
Durgapur,E095,Tipper Truck,9
Durgapur,E096,Dump Truck,9
Durgapur,E097,Tyre Mounted Mobile Crane,1
Durgapur,E098,Portable Concrete Pump,1
Durgapur,E099,Hydraulic Breaker,7
Durgapur,E100,Road Surface Milling Machine,1
Durgapur,E101,Portable Generator for Road Work,1
Durgapur,E102,Traffic Cone Deployment Unit,1
Durgapur,E103,Road Repair Patch Machine,1
Durgapur,E104,Curb Stone Laying Machine,1
Durgapur,E105,Pavement Compactor,1
Durgapur,E106,Diesel Generator Set,9
Durgapur,E107,Portable Generator,8
Durgapur,E108,Street Light Maintenance Lift,1
Durgapur,E109,Transformer Maintenance Vehicle,9
Durgapur,E110,Electric Cable Locator,1
Durgapur,E111,Underground Fault Detector,1
Durgapur,E112,Portable Tower Light,0
Durgapur,E113,Smart Street Light Controller,1
Durgapur,E114,Electrical Maintenance Van,8
Durgapur,E115,Portable Solar Lighting Unit,0
Durgapur,E116,Mobile Repair Van,9
Durgapur,E117,Voltage Monitoring Device,7
Durgapur,E118,Underground Cable Repair Kit,1
Durgapur,E119,Portable Battery Backup Unit,7
Durgapur,E120,Smart Utility Monitoring Console,20
Durgapur,E121,Portable Toilet Unit,8
Durgapur,E122,Mobile Toilet Van,8
Durgapur,E123,Public Toilet Cleaning Machine,14
Durgapur,E124,High Pressure Washer,16
Durgapur,E125,Disinfection Sprayer Unit,8
Durgapur,E126,Fogging Machine,7
Durgapur,E127,Portable Cleaning Cart,7
Durgapur,E128,Manual Cleaning Trolley,7
Durgapur,E129,Portable Hand Wash Station,7
Durgapur,E130,Sanitary Waste Disposal Unit,1
Durgapur,E131,Portable Urinal Unit,7
Durgapur,E132,Public Washroom Maintenance Vehicle,14
Durgapur,E133,Drain Disinfection Unit,7
Durgapur,E134,Portable Steam Cleaning Machine,7
Durgapur,E135,Street Disinfection Vehicle,1
Durgapur,E136,Biohazard Disposal Container,1
Durgapur,E137,Portable Sanitation Kiosk,7
Durgapur,E138,Municipal Cleaning Utility Vehicle,16
Durgapur,E139,Fire Tender Vehicle,12
Durgapur,E140,Portable Rescue Boat,0
Durgapur,E141,Emergency Communication Van,8
Durgapur,E142,Portable Medical Response Unit,9
Durgapur,E143,Emergency Water Pump,7
Durgapur,E144,Debris Removal Loader,8
Durgapur,E145,Portable Lighting Tower,0
Durgapur,E146,Emergency Generator Unit,8
Durgapur,E147,Portable Emergency Shelter Unit,0
Durgapur,E148,Hydraulic Rescue Cutter,0
Durgapur,E149,Emergency Evacuation Vehicle,11
Durgapur,E150,Portable Public Warning System,1
Durgapur,E151,Flood Monitoring Sensor,6
Durgapur,E152,Emergency Drone Surveillance Unit,8
Durgapur,E153,Portable Life Support Kit,1
Durgapur,E154,Disaster Recovery Crane,8
Durgapur,E155,Emergency Ambulance Van,11
Durgapur,E156,Portable Command Center Unit,8
Durgapur,E157,Rapid Response Vehicle,9
Durgapur,E158,Emergency Traffic Diversion Unit,1
Durgapur,E159,Portable Search Light Unit,0
Durgapur,E160,Disaster Supply Transport Vehicle,9
Durgapur,E161,Sewage Treatment Plant Pump,7
Durgapur,E162,Portable Laboratory Testing Unit,20
Durgapur,E163,Air Quality Monitoring Station,1
Durgapur,E164,Noise Pollution Monitoring Unit,1
Durgapur,E165,Construction Debris Crusher,1
Durgapur,E166,Smart Parking Monitoring Unit,1
Durgapur,E167,Municipal Survey Drone,20
Durgapur,E168,GIS Mapping Workstation,20
Durgapur,E169,Portable Air Compressor,1
Durgapur,E170,Industrial Pollution Response Unit,0
Durgapur,E171,Smart Civic Monitoring Console,20
Durgapur,E172,Portable Municipal Command Vehicle,20
Durgapur,E173,Integrated Utility Maintenance Vehicle,20
Howrah,E001,Garbage Compactor Truck,2
Howrah,E002,Mini Garbage Tipper,2
Howrah,E003,Refuse Collector Vehicle,2
Howrah,E004,Portable Waste Compactor,1
Howrah,E005,Mechanical Road Sweeper,2
Howrah,E006,Vacuum Road Sweeper,3
Howrah,E007,Dumper Placer Vehicle,1
Howrah,E008,Waste Collection Container,1
Howrah,E009,Hydraulic Waste Loader,1
Howrah,E010,Transfer Station Container,1
Howrah,E011,Plastic Baler Machine,1
Howrah,E012,Organic Waste Shredder,1
Howrah,E013,Bio Waste Composting Machine,1
Howrah,E014,Portable Garbage Bin Set,1
Howrah,E015,Skid Steer Loader,1
Howrah,E016,Waste Conveyor Belt Unit,1
Howrah,E017,Industrial Waste Crusher,1
Howrah,E018,Dumpster Container,1
Howrah,E019,Front Loader Waste Vehicle,1
Howrah,E020,Waste Segregation Conveyor,1
Howrah,E021,Leaf Collection Vacuum Unit,2
Howrah,E022,Portable Bin Lifter,1
Howrah,E023,Waste Hopper Unit,1
Howrah,E024,Biomedical Waste Carrier,1
Howrah,E025,Municipal Waste Crane,1
Howrah,E026,Street Cleaning Cart,2
Howrah,E027,Waste Transfer Trailer,1
Howrah,E028,Mobile Waste Collection Unit,1
Howrah,E029,Truck Mounted Suction Cum Jetting Machine,17
Howrah,E030,Sewer Jetting Machine,15
Howrah,E031,High Pressure Sewer Cleaner,15
Howrah,E032,Root Cutting System for Sewer Line,7
Howrah,E033,Sewer Inspection Camera,7
Howrah,E034,Portable Pipeline CCTV Unit,7
Howrah,E035,Vacuum Sludge Tanker,15
Howrah,E036,Manhole Desilting Machine,14
Howrah,E037,Sewer Cleaning Robot,8
Howrah,E038,Portable Sludge Pump,12
Howrah,E039,Drain Rodding Machine,12
Howrah,E040,Underground Pipe Locator,6
Howrah,E041,Drain Cleaning Machine,8
Howrah,E042,Portable Dewatering Pump,8
Howrah,E043,High Capacity Pump Set,8
Howrah,E044,Storm Water Pump,9
Howrah,E045,Submersible Pump Unit,7
Howrah,E046,Canal Desilting Machine,8
Howrah,E047,Portable Flood Barrier Unit,7
Howrah,E048,Emergency Drainage Vehicle,8
Howrah,E049,Drain Excavation Unit,7
Howrah,E050,Portable Sandbag Filling Machine,6
Howrah,E051,Drain Jetting Machine,8
Howrah,E052,Drain Inspection Camera,7
Howrah,E053,Portable Mud Suction Unit,7
Howrah,E054,Drain Clearing Robot,8
Howrah,E055,Portable Emergency Pump,7
Howrah,E056,Flood Recovery Vehicle,7
Howrah,E057,Storm Drain Vacuum Cleaner,8
Howrah,E058,Portable Water Diversion Unit,6
Howrah,E059,Chassis Mounted Water Tanker,10
Howrah,E060,Water Tanker,10
Howrah,E061,Pipeline Leakage Detector,9
Howrah,E062,Portable Chlorination Unit,10
Howrah,E063,Water Pumping Station Motor,10
Howrah,E064,Valve Testing Machine,9
Howrah,E065,Pipe Pressure Monitoring Unit,9
Howrah,E066,Water Quality Testing Kit,10
Howrah,E067,Borewell Cleaning Machine,9
Howrah,E068,Portable Water Storage Tank,8
Howrah,E069,Pipeline Repair Vehicle,10
Howrah,E070,Portable Pump Controller,8
Howrah,E071,Water Meter Calibration Unit,8
Howrah,E072,Pipeline Inspection Camera,9
Howrah,E073,Reservoir Cleaning Machine,9
Howrah,E074,Water Purification Mobile Unit,10
Howrah,E075,Portable Pipeline Flusher,9
Howrah,E076,Hydraulic Pipe Cutter,8
Howrah,E077,Portable Water Pump Unit,9
Howrah,E078,Emergency Water Supply Vehicle,10
Howrah,E079,Smart Water Monitoring Sensor,9
Howrah,E080,Water Pipeline Maintenance Kit,8
Howrah,E081,Hydraulic Excavator,3
Howrah,E082,Mini Excavator,2
Howrah,E083,Backhoe Loader,11
Howrah,E084,Wheel Loader,2
Howrah,E085,Track Mounted Excavator,10
Howrah,E086,Road Roller,2
Howrah,E087,Vibratory Road Roller,2
Howrah,E088,Asphalt Paver Machine,3
Howrah,E089,Concrete Mixer Machine,2
Howrah,E090,Concrete Vibrator,1
Howrah,E091,Asphalt Cutter,2
Howrah,E092,Road Marking Machine,2
Howrah,E093,Concrete Cutting Machine,2
Howrah,E094,Crack Sealing Machine,2
Howrah,E095,Tipper Truck,10
Howrah,E096,Dump Truck,10
Howrah,E097,Tyre Mounted Mobile Crane,2
Howrah,E098,Portable Concrete Pump,2
Howrah,E099,Hydraulic Breaker,8
Howrah,E100,Road Surface Milling Machine,2
Howrah,E101,Portable Generator for Road Work,1
Howrah,E102,Traffic Cone Deployment Unit,2
Howrah,E103,Road Repair Patch Machine,2
Howrah,E104,Curb Stone Laying Machine,1
Howrah,E105,Pavement Compactor,2
Howrah,E106,Diesel Generator Set,10
Howrah,E107,Portable Generator,8
Howrah,E108,Street Light Maintenance Lift,2
Howrah,E109,Transformer Maintenance Vehicle,10
Howrah,E110,Electric Cable Locator,2
Howrah,E111,Underground Fault Detector,2
Howrah,E112,Portable Tower Light,0
Howrah,E113,Smart Street Light Controller,2
Howrah,E114,Electrical Maintenance Van,9
Howrah,E115,Portable Solar Lighting Unit,0
Howrah,E116,Mobile Repair Van,10
Howrah,E117,Voltage Monitoring Device,8
Howrah,E118,Underground Cable Repair Kit,2
Howrah,E119,Portable Battery Backup Unit,7
Howrah,E120,Smart Utility Monitoring Console,20
Howrah,E121,Portable Toilet Unit,9
Howrah,E122,Mobile Toilet Van,9
Howrah,E123,Public Toilet Cleaning Machine,15
Howrah,E124,High Pressure Washer,17
Howrah,E125,Disinfection Sprayer Unit,9
Howrah,E126,Fogging Machine,7
Howrah,E127,Portable Cleaning Cart,8
Howrah,E128,Manual Cleaning Trolley,8
Howrah,E129,Portable Hand Wash Station,8
Howrah,E130,Sanitary Waste Disposal Unit,1
Howrah,E131,Portable Urinal Unit,8
Howrah,E132,Public Washroom Maintenance Vehicle,15
Howrah,E133,Drain Disinfection Unit,7
Howrah,E134,Portable Steam Cleaning Machine,8
Howrah,E135,Street Disinfection Vehicle,2
Howrah,E136,Biohazard Disposal Container,1
Howrah,E137,Portable Sanitation Kiosk,8
Howrah,E138,Municipal Cleaning Utility Vehicle,17
Howrah,E139,Fire Tender Vehicle,13
Howrah,E140,Portable Rescue Boat,0
Howrah,E141,Emergency Communication Van,9
Howrah,E142,Portable Medical Response Unit,10
Howrah,E143,Emergency Water Pump,8
Howrah,E144,Debris Removal Loader,9
Howrah,E145,Portable Lighting Tower,0
Howrah,E146,Emergency Generator Unit,9
Howrah,E147,Portable Emergency Shelter Unit,0
Howrah,E148,Hydraulic Rescue Cutter,0
Howrah,E149,Emergency Evacuation Vehicle,12
Howrah,E150,Portable Public Warning System,1
Howrah,E151,Flood Monitoring Sensor,7
Howrah,E152,Emergency Drone Surveillance Unit,9
Howrah,E153,Portable Life Support Kit,1
Howrah,E154,Disaster Recovery Crane,9
Howrah,E155,Emergency Ambulance Van,12
Howrah,E156,Portable Command Center Unit,9
Howrah,E157,Rapid Response Vehicle,10
Howrah,E158,Emergency Traffic Diversion Unit,2
Howrah,E159,Portable Search Light Unit,0
Howrah,E160,Disaster Supply Transport Vehicle,10
Howrah,E161,Sewage Treatment Plant Pump,8
Howrah,E162,Portable Laboratory Testing Unit,20
Howrah,E163,Air Quality Monitoring Station,2
Howrah,E164,Noise Pollution Monitoring Unit,2
Howrah,E165,Construction Debris Crusher,1
Howrah,E166,Smart Parking Monitoring Unit,2
Howrah,E167,Municipal Survey Drone,20
Howrah,E168,GIS Mapping Workstation,20
Howrah,E169,Portable Air Compressor,1
Howrah,E170,Industrial Pollution Response Unit,0
Howrah,E171,Smart Civic Monitoring Console,20
Howrah,E172,Portable Municipal Command Vehicle,20
Howrah,E173,Integrated Utility Maintenance Vehicle,20
Asansol,E001,Garbage Compactor Truck,2
Asansol,E002,Mini Garbage Tipper,2
Asansol,E003,Refuse Collector Vehicle,2
Asansol,E004,Portable Waste Compactor,1
Asansol,E005,Mechanical Road Sweeper,2
Asansol,E006,Vacuum Road Sweeper,2
Asansol,E007,Dumper Placer Vehicle,1
Asansol,E008,Waste Collection Container,1
Asansol,E009,Hydraulic Waste Loader,1
Asansol,E010,Transfer Station Container,1
Asansol,E011,Plastic Baler Machine,1
Asansol,E012,Organic Waste Shredder,1
Asansol,E013,Bio Waste Composting Machine,1
Asansol,E014,Portable Garbage Bin Set,1
Asansol,E015,Skid Steer Loader,1
Asansol,E016,Waste Conveyor Belt Unit,1
Asansol,E017,Industrial Waste Crusher,1
Asansol,E018,Dumpster Container,1
Asansol,E019,Front Loader Waste Vehicle,1
Asansol,E020,Waste Segregation Conveyor,1
Asansol,E021,Leaf Collection Vacuum Unit,1
Asansol,E022,Portable Bin Lifter,1
Asansol,E023,Waste Hopper Unit,1
Asansol,E024,Biomedical Waste Carrier,1
Asansol,E025,Municipal Waste Crane,1
Asansol,E026,Street Cleaning Cart,1
Asansol,E027,Waste Transfer Trailer,1
Asansol,E028,Mobile Waste Collection Unit,1
Asansol,E029,Truck Mounted Suction Cum Jetting Machine,16
Asansol,E030,Sewer Jetting Machine,15
Asansol,E031,High Pressure Sewer Cleaner,15
Asansol,E032,Root Cutting System for Sewer Line,6
Asansol,E033,Sewer Inspection Camera,6
Asansol,E034,Portable Pipeline CCTV Unit,6
Asansol,E035,Vacuum Sludge Tanker,15
Asansol,E036,Manhole Desilting Machine,13
Asansol,E037,Sewer Cleaning Robot,7
Asansol,E038,Portable Sludge Pump,11
Asansol,E039,Drain Rodding Machine,11
Asansol,E040,Underground Pipe Locator,6
Asansol,E041,Drain Cleaning Machine,8
Asansol,E042,Portable Dewatering Pump,8
Asansol,E043,High Capacity Pump Set,8
Asansol,E044,Storm Water Pump,9
Asansol,E045,Submersible Pump Unit,7
Asansol,E046,Canal Desilting Machine,8
Asansol,E047,Portable Flood Barrier Unit,7
Asansol,E048,Emergency Drainage Vehicle,8
Asansol,E049,Drain Excavation Unit,7
Asansol,E050,Portable Sandbag Filling Machine,6
Asansol,E051,Drain Jetting Machine,8
Asansol,E052,Drain Inspection Camera,7
Asansol,E053,Portable Mud Suction Unit,7
Asansol,E054,Drain Clearing Robot,8
Asansol,E055,Portable Emergency Pump,7
Asansol,E056,Flood Recovery Vehicle,7
Asansol,E057,Storm Drain Vacuum Cleaner,8
Asansol,E058,Portable Water Diversion Unit,6
Asansol,E059,Chassis Mounted Water Tanker,10
Asansol,E060,Water Tanker,10
Asansol,E061,Pipeline Leakage Detector,9
Asansol,E062,Portable Chlorination Unit,10
Asansol,E063,Water Pumping Station Motor,10
Asansol,E064,Valve Testing Machine,9
Asansol,E065,Pipe Pressure Monitoring Unit,9
Asansol,E066,Water Quality Testing Kit,10
Asansol,E067,Borewell Cleaning Machine,9
Asansol,E068,Portable Water Storage Tank,8
Asansol,E069,Pipeline Repair Vehicle,10
Asansol,E070,Portable Pump Controller,8
Asansol,E071,Water Meter Calibration Unit,8
Asansol,E072,Pipeline Inspection Camera,9
Asansol,E073,Reservoir Cleaning Machine,9
Asansol,E074,Water Purification Mobile Unit,10
Asansol,E075,Portable Pipeline Flusher,9
Asansol,E076,Hydraulic Pipe Cutter,8
Asansol,E077,Portable Water Pump Unit,9
Asansol,E078,Emergency Water Supply Vehicle,10
Asansol,E079,Smart Water Monitoring Sensor,9
Asansol,E080,Water Pipeline Maintenance Kit,8
Asansol,E081,Hydraulic Excavator,2
Asansol,E082,Mini Excavator,2
Asansol,E083,Backhoe Loader,11
Asansol,E084,Wheel Loader,2
Asansol,E085,Track Mounted Excavator,10
Asansol,E086,Road Roller,2
Asansol,E087,Vibratory Road Roller,2
Asansol,E088,Asphalt Paver Machine,2
Asansol,E089,Concrete Mixer Machine,1
Asansol,E090,Concrete Vibrator,1
Asansol,E091,Asphalt Cutter,2
Asansol,E092,Road Marking Machine,2
Asansol,E093,Concrete Cutting Machine,1
Asansol,E094,Crack Sealing Machine,2
Asansol,E095,Tipper Truck,9
Asansol,E096,Dump Truck,9
Asansol,E097,Tyre Mounted Mobile Crane,1
Asansol,E098,Portable Concrete Pump,1
Asansol,E099,Hydraulic Breaker,8
Asansol,E100,Road Surface Milling Machine,2
Asansol,E101,Portable Generator for Road Work,1
Asansol,E102,Traffic Cone Deployment Unit,2
Asansol,E103,Road Repair Patch Machine,2
Asansol,E104,Curb Stone Laying Machine,1
Asansol,E105,Pavement Compactor,2
Asansol,E106,Diesel Generator Set,10
Asansol,E107,Portable Generator,8
Asansol,E108,Street Light Maintenance Lift,2
Asansol,E109,Transformer Maintenance Vehicle,10
Asansol,E110,Electric Cable Locator,2
Asansol,E111,Underground Fault Detector,2
Asansol,E112,Portable Tower Light,0
Asansol,E113,Smart Street Light Controller,2
Asansol,E114,Electrical Maintenance Van,9
Asansol,E115,Portable Solar Lighting Unit,0
Asansol,E116,Mobile Repair Van,10
Asansol,E117,Voltage Monitoring Device,8
Asansol,E118,Underground Cable Repair Kit,2
Asansol,E119,Portable Battery Backup Unit,7
Asansol,E120,Smart Utility Monitoring Console,20
Asansol,E121,Portable Toilet Unit,9
Asansol,E122,Mobile Toilet Van,9
Asansol,E123,Public Toilet Cleaning Machine,15
Asansol,E124,High Pressure Washer,17
Asansol,E125,Disinfection Sprayer Unit,9
Asansol,E126,Fogging Machine,7
Asansol,E127,Portable Cleaning Cart,8
Asansol,E128,Manual Cleaning Trolley,8
Asansol,E129,Portable Hand Wash Station,8
Asansol,E130,Sanitary Waste Disposal Unit,1
Asansol,E131,Portable Urinal Unit,8
Asansol,E132,Public Washroom Maintenance Vehicle,15
Asansol,E133,Drain Disinfection Unit,7
Asansol,E134,Portable Steam Cleaning Machine,8
Asansol,E135,Street Disinfection Vehicle,2
Asansol,E136,Biohazard Disposal Container,1
Asansol,E137,Portable Sanitation Kiosk,8
Asansol,E138,Municipal Cleaning Utility Vehicle,17
Asansol,E139,Fire Tender Vehicle,13
Asansol,E140,Portable Rescue Boat,0
Asansol,E141,Emergency Communication Van,9
Asansol,E142,Portable Medical Response Unit,10
Asansol,E143,Emergency Water Pump,7
Asansol,E144,Debris Removal Loader,9
Asansol,E145,Portable Lighting Tower,0
Asansol,E146,Emergency Generator Unit,9
Asansol,E147,Portable Emergency Shelter Unit,0
Asansol,E148,Hydraulic Rescue Cutter,0
Asansol,E149,Emergency Evacuation Vehicle,11
Asansol,E150,Portable Public Warning System,1
Asansol,E151,Flood Monitoring Sensor,7
Asansol,E152,Emergency Drone Surveillance Unit,8
Asansol,E153,Portable Life Support Kit,1
Asansol,E154,Disaster Recovery Crane,9
Asansol,E155,Emergency Ambulance Van,11
Asansol,E156,Portable Command Center Unit,9
Asansol,E157,Rapid Response Vehicle,10
Asansol,E158,Emergency Traffic Diversion Unit,2
Asansol,E159,Portable Search Light Unit,0
Asansol,E160,Disaster Supply Transport Vehicle,10
Asansol,E161,Sewage Treatment Plant Pump,8
Asansol,E162,Portable Laboratory Testing Unit,20
Asansol,E163,Air Quality Monitoring Station,2
Asansol,E164,Noise Pollution Monitoring Unit,2
Asansol,E165,Construction Debris Crusher,1
Asansol,E166,Smart Parking Monitoring Unit,2
Asansol,E167,Municipal Survey Drone,20
Asansol,E168,GIS Mapping Workstation,20
Asansol,E169,Portable Air Compressor,1
